CSF microsat genotypes, KSM, 11/10/2003
Rp3
Rp15
Rp17
Rp23
SFC134
SFC139
pop
KSM7 , 000000 204204 126126 187187 217229 265265
KSM12 , 187207 204204 122122 187191 221229 265265
KSM13 , 187207 204204 126126 187187 221221 265273
KSM14 , 187207 204204 122122 187191 221221 000000
KSM15 , 195207 204205 118126 187191 221229 253273
KSM17 , 187207 204204 122126 191195 221229 265265
KSM18 , 187207 204204 126126 187191 217229 265265
KSM19 , 187207 204204 126126 187195 229229 265265
KSM20 , 207215 204204 126186 187195 217229 265273
KSM21 , 187203 204204 126126 187187 217221 265265
KSM22 , 187207 000000 126126 187191 217229 265269
KSM24 , 187207 204204 122126 187191 221229 265265
KSM25 , 187207 204204 126126 187187 221229 265265
KSM26 , 187207 205205 126126 187195 221229 000000
KSM27 , 187207 204204 126126 187187 221229 265265
KSM28 , 187207 000000 118122 187191 229229 265281
KSM29 , 187207 204204 126126 187187 221229 265273
KSM31 , 187207 204205 000000 187195 229229 265265
KSM32 , 000000 204204 122122 187187 229229 265273
KSM33 , 207215 204204 000000 187191 221229 265273
KSM35 , 187215 204204 126126 187195 229229 265273
KSM36 , 187207 189205 122126 187187 229229 265265
KSM37 , 207215 204209 126126 187187 221229 269269
KSM38 , 187207 204204 122122 187191 217229 265273
KSM39 , 203207 000000 126126 187195 217229 000000
KSM41 , 187187 204204 122122 187191 229229 265281
KSM42 , 187215 000000 122126 187191 221229 000000
KSM43 , 187215 204204 122126 187191 229229 265265
