Rana pretiosa - LP
RP3
RP17
RP22c
RP23
RP26
RP193
RP385
RP415
RP461
SFC104
SFC120
SFC134 
pop
LAP20 , 206210 118118 236236 177185 087087 184184 144156 000000 137137 219219 136136 245245
LAP21 , 210214 118118 236236 189189 087087 184188 144144 173177 137137 219219 136136 000000
LAP22 , 210210 118118 236236 185189 087087 184184 144160 173177 137137 219219 136136 241245
LAP23 , 206210 118118 232232 177177 087091 184184 144144 169173 000000 219219 136136 241249
LAP24 , 210210 118118 228232 177185 087087 184184 000000 169173 137137 219219 136136 241241
LAP25 , 206210 118118 228228 185189 087091 184184 144156 169169 133137 219219 136136 241241
LAP26 , 206210 118118 240240 185185 087087 176184 156156 169173 137137 219219 136136 241241
LAP27 , 210210 118118 236236 185185 087087 184184 156156 173173 137137 219219 136136 241245
LAP28 , 210210 118118 240240 177185 087091 184184 144156 169177 137137 219219 136136 241241
LAP29 , 210210 118118 232232 177185 087087 184184 156156 173173 137137 219219 136136 241241
LAP30 , 210210 118118 232236 185189 087091 184184 156156 169173 137137 219219 136136 241245
LAP31 , 206210 118118 232236 185189 087087 184184 144156 173173 137137 219219 136136 241241
LAP32 , 210214 118118 240244 185185 087091 184184 156156 173173 137137 219219 136136 241245
LAP33 , 210210 118118 236236 185189 087087 184184 144156 169173 137137 219219 136136 241241
LAP34 , 210210 118118 236240 185185 087087 184184 144156 169173 137137 219219 136136 241241
LAP35 , 210210 118118 228232 189189 087087 180184 156156 169173 137137 219219 136136 241241
LAP36 , 210210 118118 236236 177185 087091 184184 144144 173173 137137 219219 136136 241241
LAP37 , 210210 118118 236236 185185 087087 184184 144156 173173 137137 219219 136136 241245
LAP38 , 206210 118118 236236 185189 087087 176184 144156 169173 137137 219219 136136 241241
LAP39 , 206210 118118 232236 185185 087087 184184 144156 169173 137137 219219 136136 241241
LAP40 , 210214 118118 232236 185185 087087 184184 144156 169173 137137 219219 136136 241241
LAP41 , 206214 118118 228236 185189 087091 184184 144156 169169 137137 219219 136136 241241
LAP42 , 206210 118118 232236 185185 087091 184184 144144 173173 137137 219219 136136 241245
LAP43 , 206210 118118 236240 185185 087087 184184 156156 169173 137137 219219 136136 241245
LAP44 , 206214 118118 232240 185185 087087 184184 144144 173173 133137 219219 136136 241241
LAP45 , 206206 118118 232236 000000 087091 184184 144144 173173 137137 219219 136136 241241
LAP46 , 206214 118118 228240 000000 087087 184188 000000 173173 137137 219219 136136 241245
LAP47 , 210210 118118 216236 185185 087091 184184 144144 173173 137137 219219 136136 241241
LAP48 , 206210 118118 228240 177185 087087 184184 144156 000000 137137 219219 136136 241241
LAP49 , 210210 118118 232236 177185 087091 184184 156156 169173 137137 219219 136136 241241
LAP50 , 210210 118118 232236 185185 087087 184184 144156 169169 137137 219219 136136 241241
LAP51 , 206210 118118 228240 185185 087087 184184 144156 000000 137137 219219 136136 245245
