Rana pretiosa - DC - 1999
RP3
RP15
RP17
RP22c
RP23
RP26
RP193
RP385
RP415
RP461
SFC104
SFC120
SFC134
pop
DC01 , 170170 195195 114118 220224 181193 099103 164184 160172 161181 133133 219219 146146 209221
DC02 , 170170 195195 118118 220224 181193 099103 184188 160176 161181 133133 207219 146156 209209
DC03 , 170170 195195 118118 220220 181181 115115 180188 160160 161165 133133 219219 146146 221221
DC04 , 170170 195195 118118 224232 181181 099103 184184 160172 169181 133133 207219 146156 209209
DC05 , 170170 195195 114118 220232 181189 115115 164164 168176 161161 133133 207219 146146 209209
DC06 , 170170 195195 114114 220224 177193 099099 164184 160160 000000 133133 219219 146146 209221
DC07 , 170174 195195 118118 220220 181181 103115 184184 168176 169169 133133 207219 146156 209221
DC08 , 170174 195195 118118 220220 177181 099103 180188 172176 161181 133133 219219 146146 221221
DC09 , 170170 195195 114138 220236 181193 099099 164184 168172 161181 133137 219219 146146 209221
DC10 , 170170 195195 118118 228232 189193 099103 164184 160168 161161 133137 219219 146146 209209
DC11 , 170174 195195 000000 224232 177181 000000 176184 164164 161181 133133 207219 146146 000000
DC12 , 000000 195195 118118 220220 181181 099099 164164 000000 000000 133133 219219 146146 000000
DC13 , 170170 195195 118118 220224 181181 099103 180188 164172 169181 133137 219219 146146 209221
DC14 , 170170 195195 118138 220220 181193 099103 164180 168172 161181 133137 219219 146146 000000
DC15 , 170170 195195 118118 220220 181181 099115 184188 160160 000000 133133 207219 146146 221221
DC16 , 170170 195195 114118 220224 181181 099103 184184 160172 161181 133137 207219 146146 209221
DC17 , 170170 195195 118118 220236 181193 099103 000000 000000 000000 137137 219219 146146 000000
DC18 , 170170 195195 118118 220228 181181 099103 176188 160172 161161 137137 219219 146146 209209
DC19 , 170170 195195 118118 220224 193193 099103 184188 172172 000000 133137 207219 146146 209221
DC20 , 170174 195195 114118 220220 181193 099103 164180 172176 181181 133137 219219 146156 209221
DC21 , 170170 195195 118118 224224 181181 099099 164184 172176 169181 133133 219219 146146 209221
DC22 , 170170 195195 114118 224232 181189 099103 164180 160160 161161 133133 219219 000000 209209
DC23 , 170170 195195 118118 220224 181181 103103 164180 164168 169181 133133 219219 146146 221221
DC24 , 170174 195195 118138 220220 181181 103103 180184 160176 161161 133137 207219 146156 221221
DC25 , 162170 195195 118118 220224 181189 099099 164176 160172 161181 133133 219219 146146 209221
DC0A , 170170 195195 118118 236236 181189 099000 164164 000000 161165 133133 219219 146146 209221
DC0B , 174174 195195 118118 220232 181181 103103 176184 000000 161181 133137 219219 146156 221221
DC0C , 170174 195195 118118 220220 193193 099103 180184 168176 161161 133137 207219 146146 000000
DC0D , 170170 195195 118118 220224 181193 103103 164188 172176 161165 137137 219219 146146 221221
DC0E , 170170 195195 114118 220220 181193 103103 164180 160160 161169 133137 219219 146146 209221
