Rana pipiens HOFFMAN Color polymorphism microsats_Fair79
RP193
Rpi101
RP415
Rpi100
Rpi103
Rpi104
Rpi106
Rpi107
Rpi108
pop
Fair79_1    , 164172 165193 144170 253257 193247 218250 286294 500500 262265
Fair79_10   , 156164 165181 144144 173257 155165 218254 286320 144144 262262
Fair79_11   , 160172 165173 144153 173197 195199 218250 409421 500500 238262
Fair79_12   , 164164 165177 157178 213225 179205 250250 311328 463500 268268
Fair79_13   , 156160 165169 157165 177201 207207 218218 286332 500500 265270
Fair79_14   , 164176 169173 140161 189205 189197 246246 332419 500500 262265
Fair79_15   , 151156 177177 165178 177241 199203 246262 405434 496500 270270
Fair79_16   , 151160 161165 161161 177201 207207 218218 332434 500500 262270
Fair79_17   , 151160 161169 153229 197265 199199 218242 298429 500500 265294
Fair79_18   , 156164 157165 144186 165205 189211 250250 290302 135135 262270
Fair79_19   , 151164 161193 144149 185217 165172 218246 316316 449500 262270
Fair79_2    , 168176 165177 161182 217261 165185 258258 298316 182182 264265
Fair79_20   , 151160 173181 144186 225265 199203 218246 311415 468500 262270
Fair79_21   , 147156 177193 153182 181197 181203 238258 294352 135135 262270
Fair79_22   , 156164 161165 174174 173273 187199 218258 290419 186186 262265
Fair79_23   , 151176 169193 157165 177201 183199 218218 286438 500500 262262
Fair79_24   , 156156 165173 144144 189205 181203 250250 294320 500500 262264
Fair79_25   , 147151 165197 149161 169181 199211 218250 328425 387387 262262
Fair79_26   , 156168 161165 157157 173265 165177 246246 352405 371500 262262
Fair79_27   , 143180 165165 157170 245253 177177 246246 352421 139139 265270
Fair79_28   , 151156 169181 140165 185261 153199 250250 311332 186189 265305
Fair79_29   , 172176 161185 149161 173197 189201 218246 294294 148165 262262
Fair79_3    , 180192 165177 161170 241265 135189 246262 298424 231231 262264
Fair79_30   , 160172 169181 149161 173241 135209 218246 419429 174359 262267
Fair79_31   , 156164 177197 157157 173265 172207 218246 332348 500500 238262
Fair79_32   , 172176 161177 144170 173237 169203 218218 324417 500500 265270
Fair79_33   , 164168 177185 144178 205221 189207 218258 294425 182182 262262
Fair79_34   , 147164 165181 140157 185265 172207 246250 332421 500500 262264
Fair79_35   , 147168 177193 153161 173189 135165 246246 421425 182182 262268
Fair79_36   , 147164 181189 161170 173253 183199 218258 429434 139139 250266
Fair79_37   , 156160 177189 165165 181197 169181 226226 294324 161170 268270
Fair79_38   , 172172 165165 144149 201205 189209 246258 320417 500500 268270
Fair79_39   , 151196 177177 144170 197201 135172 246254 413425 170411 265265
Fair79_4    , 156168 169189 161186 173173 172227 250250 328332 170170 265268
Fair79_5    , 160160 161169 165165 189265 169193 258258 294324 186186 268294
Fair79_6    , 172172 165169 157157 193197 126172 246246 419421 139139 262262
Fair79_7    , 164172 161181 144153 189257 135169 218250 324438 455459 270270
Fair79_8    , 164172 173177 144161 173177 135172 218218 332421 500500 238262
Fair79_9    , 160172 165165 165170 173173 116189 250250 328332 500500 260262
